ServerName|Location|Type|Cores|Memory|Owner|OS|BuildDate|Health|LastReboot|LastInventory
SRVW0000046294|London|HP Proliant DL380 G8|8|32|Equities|Windows 2008 R2|2012-11-15|Good|2013-04-26|2013-10-20
SRVW0000046381|London|VMware Virtual|2|16|Corporate|Windows 2008 R2|2012-08-16|Good|2013-03-12|2013-10-20
SRVU0000046445|London|VMware Virtual|2|16|Retail|RHEL 6|2013-06-25|Good|2013-08-15|2013-10-20
SRVW0000046538|London|VMware Virtual|2|16|Wealth|Windows 2008 R2|2012-11-24|Good|2013-05-01|2013-10-20
SRVW0000046556|Singapore|VMware Virtual|2|16|Retail|Windows 2008 R2|2012-01-07|Good|2012-11-21|2013-10-20
SRVU0000046626|London|HP Proliant DL380 G5|4|16|Retail|RHEL 6|2011-08-27|Good|2012-09-15|2013-10-20
SRVW0000046696|London|VMware Virtual|2|16|Wealth|Windows 2008 R2|2011-01-02|Good|2012-05-20|2013-10-20
SRVW0000046725|London|HP Proliant DL380 G8|8|32|Wealth|Windows 2003 R2|2012-06-13|Good|2013-02-08|2013-10-20
SRVW0000046788|London|VMware Virtual|2|16|FX|Windows 2003 R2|2011-04-03|Good|2012-07-04|2013-10-20
SRVU0000046833|New York|VMware Virtual|2|16|Equities|RHEL 6|2013-02-15|Good|2013-06-11|2013-10-20
SRVW0000046889|New York|HP Proliant DL380 G6|8|24|Commodities|Windows 2008 R2|2012-05-05|Good|2013-01-19|2013-10-20
SRVW0000046979|London|VMware Virtual|2|16|FX|Windows 2003 R2|2011-08-28|Good|2012-09-16|2013-10-20
SRVU0000047038|London|VMware Virtual|2|16|Equities|RHEL 5|2012-03-16|Good|2012-12-25|2013-10-20
SRVW0000047113|London|VMware Virtual|2|16|FX|Windows 2003 R2|2012-10-09|Good|2013-04-08|2013-10-20
SRVU0000047205|Singapore|VMware Virtual|2|16|Retail|RHEL 6|2013-07-12|Good|2013-08-24|2013-10-20
SRVW0000047229|London|VMware Virtual|2|16|Equities|Windows 2008 R2|2013-03-09|Good|2013-06-22|2013-10-20
SRVW0000047290|London|HP Proliant DL380 G7|16|72|Wealth|Windows 2003 R2|2011-06-20|Good|2012-08-12|2013-10-20
SRVW0000047386|Tokyo|HP Proliant DL380 G5|8|16|FX|Windows 2003 R2|2012-02-29|Good|2012-12-17|2013-10-20
SRVW0000047393|London|HP Proliant DL380 G7|16|144|Corporate|Windows 2003 R2|2011-12-29|Good|2012-11-16|2013-10-20
SRVW0000047450|Tokyo|HP Proliant DL380 G5|4|16|FX|Windows 2003 R2|2012-04-08|Good|2013-01-06|2013-10-20
SRVW0000047499|Singapore|VMware Virtual|2|16|FX|Windows 2003 R2|2011-11-20|Good|2012-10-28|2013-10-20
SRVW0000047511|New York|HP Proliant DL380 G7|16|64|Retail|Windows 2008 R2|2011-10-01|Good|2012-10-03|2013-10-20
SRVW0000047580|London|VMware Virtual|2|16|Corporate|Windows 2003 R2|2013-05-20|Good|2013-07-28|2013-10-20
SRVW0000047605|New York|VMware Virtual|2|16|Equities|Windows 2003 R2|2012-12-20|Good|2013-05-14|2013-10-20
SRVW0000047681|London|VMware Virtual|2|16|Equities|Windows 2008 R2|2011-09-26|Good|2012-09-30|2013-10-20
SRVW0000047690|London|VMware Virtual|2|16|Commodities|Windows 2003 R2|2013-08-20|Good|2013-09-12|2013-10-20
SRVW0000047696|London|VMware Virtual|2|16|Corporate|Windows 2003 R2|2012-03-09|Good|2012-12-22|2013-10-20
SRVW0000047755|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2011-01-23|Good|2012-05-30|2013-10-20
SRVW0000047855|London|VMware Virtual|2|16|Commodities|Windows 2003 R2|2013-01-29|Good|2013-06-03|2013-10-20
SRVW0000047887|London|HP Proliant DL380 G8|8|32|Equities|Windows 2008 R2|2013-03-10|Good|2013-06-23|2013-10-20
SRVW0000047916|New York|VMware Virtual|2|16|Commodities|Windows 2003 R2|2012-06-20|Good|2013-02-11|2013-10-20
SRVW0000047960|London|VMware Virtual|2|16|Corporate|Windows 2003 R2|2013-05-12|Good|2013-07-24|2013-10-20
SRVW0000047963|London|VMware Virtual|2|16|Wealth|Windows 2003 R2|2013-01-04|Good|2013-05-21|2013-10-20
SRVW0000047973|Tokyo|HP Proliant DL380 G5|8|16|Corporate|Windows 2003 R2|2012-01-26|Good|2012-11-30|2013-10-20
SRVW0000048001|New York|HP Proliant DL380 G6|8|24|Retail|Windows 2008 R2|2012-02-12|Good|2012-12-09|2013-10-20
SRVU0000048075|London|VMware Virtual|2|16|FX|RHEL 6|2012-12-10|Good|2013-05-09|2013-10-20
SRVW0000048093|Tokyo|VMware Virtual|2|16|FX|Windows 2003 R2|2011-06-05|Good|2012-08-05|2013-10-20
SRVU0000048096|London|HP Proliant DL380 G8|8|32|Retail|RHEL 6|2011-07-31|Good|2012-09-02|2013-10-20
SRVW0000048196|London|HP Proliant DL380 G5|4|16|Retail|Windows 2008 R2|2012-11-19|Good|2013-04-28|2013-10-20
SRVW0000048226|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2013-09-01|Good|2013-09-18|2013-10-20
SRVW0000048284|London|HP Proliant DL380 G8|8|64|Equities|Windows 2003 R2|2013-06-29|Good|2013-08-17|2013-10-20
SRVW0000048372|London|HP Proliant DL380 G5|4|16|Retail|Windows 2008 R2|2011-07-09|Good|2012-08-22|2013-10-20
SRVU0000048426|London|HP Proliant DL380 G8|8|32|Equities|RHEL 5|2012-02-05|Good|2012-12-05|2013-10-20
SRVW0000048479|London|HP Proliant DL380 G5|4|8|FX|Windows 2003 R2|2012-06-27|Good|2013-02-15|2013-10-20
SRVU0000048513|London|HP Proliant DL380 G8|8|32|Commodities|RHEL 6|2012-10-25|Good|2013-04-16|2013-10-20
SRVW0000048554|London|HP Proliant DL380 G8|8|32|FX|Windows 2003 R2|2011-10-28|Good|2012-10-16|2013-10-20
SRVU0000048609|New York|VMware Virtual|2|16|Retail|RHEL 6|2012-07-22|Good|2013-02-27|2013-10-20
SRVW0000048679|London|HP Proliant DL380 G7|16|72|Commodities|Windows 2003 R2|2012-01-31|Good|2012-12-03|2013-10-20
SRVW0000048777|London|HP Proliant DL380 G7|16|64|Commodities|Windows 2003 R2|2011-09-23|Good|2012-09-29|2013-10-20
SRVW0000048826|London|VMware Virtual|2|16|Equities|Windows 2008 R2|2012-07-22|Good|2013-02-27|2013-10-20
SRVU0000048845|London|HP Proliant DL380 G5|8|16|Equities|RHEL 6|2012-10-05|Good|2013-04-06|2013-10-20
SRVW0000048870|London|HP Proliant DL380 G5|4|16|Retail|Windows 2008 R2|2013-05-12|Good|2013-07-24|2013-10-20
SRVW0000048896|London|HP Proliant DL380 G7|16|144|Wealth|Windows 2003 R2|2012-05-20|Good|2013-01-27|2013-10-20
SRVW0000048961|New York|HP Proliant DL380 G5|4|16|Equities|Windows 2008 R2|2011-11-21|Good|2012-10-28|2013-10-20
SRVW0000049041|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2012-08-03|Good|2013-03-05|2013-10-20
SRVU0000049133|London|HP Proliant DL380 G7|16|144|Equities|RHEL 6|2012-03-29|Good|2013-01-01|2013-10-20
SRVW0000049148|Tokyo|VMware Virtual|2|16|FX|Windows 2003 R2|2012-07-25|Good|2013-03-01|2013-10-20
SRVU0000049245|London|HP Proliant DL380 G5|8|16|Retail|RHEL 6|2012-06-29|Good|2013-02-16|2013-10-20
SRVW0000049267|London|HP Proliant DL380 G7|16|64|FX|Windows 2003 R2|2012-08-30|Good|2013-03-19|2013-10-20
SRVW0000049355|London|HP Proliant DL380 G8|8|32|Corporate|Windows 2003 R2|2012-06-20|Good|2013-02-11|2013-10-20
SRVU0000049374|Tokyo|VMware Virtual|2|16|Retail|RHEL 6|2012-01-13|Good|2012-11-24|2013-10-20
SRVU0000049457|London|HP Proliant DL380 G7|16|144|FX|RHEL 6|2013-07-24|Good|2013-08-30|2013-10-20
SRVU0000049533|London|HP Proliant DL380 G6|8|72|Equities|RHEL 6|2012-08-10|Good|2013-03-09|2013-10-20
SRVW0000049574|Tokyo|HP Proliant DL380 G7|16|64|Retail|Windows 2008 R2|2011-06-30|Good|2012-08-17|2013-10-20
SRVU0000049619|London|HP Proliant DL380 G7|16|64|Retail|RHEL 6|2013-08-13|Good|2013-09-09|2013-10-20
SRVW0000049695|London|VMware Virtual|2|16|Equities|Windows 2008 R2|2012-12-20|Good|2013-05-14|2013-10-20
SRVW0000049768|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2013-07-20|Good|2013-08-28|2013-10-20
SRVU0000049857|London|HP Proliant DL380 G5|8|32|Equities|RHEL 6|2013-08-13|Good|2013-09-09|2013-10-20
SRVW0000049897|New York|VMware Virtual|2|16|Equities|Windows 2008 R2|2012-10-05|Good|2013-04-06|2013-10-20
SRVW0000049987|New York|HP Proliant DL380 G5|4|8|Retail|Windows 2008 R2|2011-01-26|Good|2012-06-01|2013-10-20
SRVW0000050056|London|VMware Virtual|2|16|Corporate|Windows 2003 R2|2012-10-23|Good|2013-04-15|2013-10-20
SRVW0000050137|Singapore|VMware Virtual|2|16|Corporate|Windows 2003 R2|2013-07-16|Good|2013-08-26|2013-10-20
SRVW0000050212|London|VMware Virtual|2|16|Commodities|Windows 2003 R2|2012-07-09|Good|2013-02-21|2013-10-20
SRVW0000050303|London|VMware Virtual|2|16|Commodities|Windows 2003 R2|2012-11-29|Good|2013-05-03|2013-10-20
SRVW0000050323|London|VMware Virtual|2|16|Commodities|Windows 2003 R2|2012-04-06|Good|2013-01-05|2013-10-20
SRVW0000050354|London|HP Proliant DL380 G5|8|32|Wealth|Windows 2003 R2|2011-05-05|Good|2012-07-20|2013-10-20
SRVU0000050371|New York|HP Proliant DL380 G8|8|32|Retail|RHEL 6|2013-02-26|Good|2013-06-17|2013-10-20
SRVW0000050373|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2012-12-23|Good|2013-05-15|2013-10-20
SRVW0000050381|London|VMware Virtual|2|16|Equities|Windows 2003 R2|2011-12-24|Good|2012-11-14|2013-10-20
SRVW0000050435|New York|VMware Virtual|2|16|Retail|Windows 2008 R2|2010-12-24|Good|2012-05-15|2013-10-20
SRVW0000050511|London|VMware Virtual|2|16|Wealth|Windows 2003 R2|2011-04-16|Good|2012-07-11|2013-10-20
SRVW0000050526|Singapore|HP Proliant DL380 G5|8|16|Retail|Windows 2008 R2|2012-07-20|Good|2013-02-26|2013-10-20
SRVW0000050591|London|VMware Virtual|2|16|Commodities|Windows 2003 R2|2013-02-15|Good|2013-06-11|2013-10-20
SRVW0000050592|London|VMware Virtual|2|16|Wealth|Windows 2003 R2|2011-08-02|Good|2012-09-03|2013-10-20
SRVW0000050659|New York|VMware Virtual|2|16|Corporate|Windows 2008 R2|2011-09-18|Good|2012-09-26|2013-10-20
SRVU0000050756|London|VMware Virtual|2|16|Retail|RHEL 6|2011-12-30|Good|2012-11-17|2013-10-20
SRVW0000050773|London|HP Proliant DL380 G7|16|144|Corporate|Windows 2003 R2|2011-09-14|Good|2012-09-24|2013-10-20
SRVW0000050833|Tokyo|VMware Virtual|2|16|Wealth|Windows 2003 R2|2012-06-26|Good|2013-02-14|2013-10-20
SRVU0000050906|New York|HP Proliant DL380 G6|8|24|Equities|RHEL 6|2013-03-10|Good|2013-06-23|2013-10-20
SRVW0000050996|Tokyo|HP Proliant DL380 G7|16|144|Wealth|Windows 2008 R2|2012-03-01|Good|2012-12-18|2013-10-20
SRVU0000051070|London|VMware Virtual|2|16|Retail|RHEL 6|2012-05-07|Good|2013-01-20|2013-10-20
SRVU0000051152|London|VMware Virtual|2|16|Equities|RHEL 6|2013-01-01|Good|2013-05-20|2013-10-20
SRVW0000051166|New York|VMware Virtual|2|16|Corporate|Windows 2008 R2|2011-08-29|Good|2012-09-16|2013-10-20
SRVW0000051214|London|VMware Virtual|2|16|FX|Windows 2003 R2|2011-05-09|Good|2012-07-22|2013-10-20
SRVW0000051267|London|VMware Virtual|2|16|Wealth|Windows 2003 R2|2012-01-06|Good|2012-11-20|2013-10-20
SRVW0000051322|New York|VMware Virtual|2|16|FX|Windows 2008 R2|2012-02-01|Good|2012-12-03|2013-10-20
SRVW0000051381|Tokyo|VMware Virtual|2|16|Wealth|Windows 2003 R2|2011-11-24|Good|2012-10-30|2013-10-20
SRVU0000051476|New York|HP Proliant DL380 G5|8|32|Retail|RHEL 6|2010-12-24|Good|2012-05-15|2013-10-20
SRVW0000051536|London|HP Proliant DL380 G8|8|32|Corporate|Windows 2008 R2|2012-05-10|Good|2013-01-22|2013-10-20
SRVW0000051573|New York|VMware Virtual|2|16|FX|Windows 2003 R2|2011-05-14|Good|2012-07-25|2013-10-20
SRVW0000051601|Singapore|VMware Virtual|2|16|FX|Windows 2008 R2|2011-10-31|Good|2012-10-18|2013-10-20
SRVU0000051701|London|HP Proliant DL380 G5|4|8|Retail|RHEL 6|2011-02-05|Good|2012-06-06|2013-10-20
SRVW0000051709|London|HP Proliant DL380 G5|4|8|Wealth|Windows 2008 R2|2012-12-09|Good|2013-05-08|2013-10-20
SRVW0000051771|London|HP Proliant DL380 G6|8|24|Retail|Windows 2008 R2|2012-11-15|Good|2013-04-26|2013-10-20
SRVU0000051815|London|HP Proliant DL380 G7|16|64|Retail|RHEL 6|2012-10-15|Good|2013-04-11|2013-10-20
SRVW0000051886|London|HP Proliant DL380 G5|4|8|Retail|Windows 2008 R2|2012-03-03|Good|2012-12-19|2013-10-20
SRVU0000051960|London|HP Proliant DL380 G7|16|64|Equities|RHEL 5|2013-02-14|Good|2013-06-11|2013-10-20
SRVW0000051968|London|HP Proliant DL380 G6|8|24|Corporate|Windows 2003 R2|2011-06-10|Good|2012-08-07|2013-10-20
SRVU0000052008|Singapore|HP Proliant DL380 G5|8|32|Retail|RHEL 6|2011-02-07|Good|2012-06-07|2013-10-20
SRVU0000052064|London|VMware Virtual|2|16|FX|RHEL 5|2013-01-15|Good|2013-05-27|2013-10-20
SRVU0000052113|New York|VMware Virtual|2|16|Retail|RHEL 6|2010-12-13|Good|2012-05-10|2013-10-20
SRVU0000052115|London|VMware Virtual|2|16|Equities|RHEL 6|2011-07-29|Good|2012-09-01|2013-10-20
SRVW0000052174|New York|VMware Virtual|2|16|Equities|Windows 2003 R2|2011-07-07|Good|2012-08-21|2013-10-20
SRVU0000052235|London|VMware Virtual|2|16|Retail|RHEL 6|2012-01-16|Good|2012-11-25|2013-10-20
SRVW0000052298|London|HP Proliant DL380 G5|8|16|Retail|Windows 2008 R2|2013-01-16|Good|2013-05-27|2013-10-20
SRVU0000052388|London|HP Proliant DL380 G6|8|24|Retail|RHEL 6|2011-04-11|Good|2012-07-08|2013-10-20
SRVW0000052446|London|HP Proliant DL380 G8|8|32|FX|Windows 2003 R2|2013-04-26|Good|2013-07-16|2013-10-20
SRVU0000052529|London|HP Proliant DL380 G7|16|64|Retail|RHEL 6|2013-05-07|Good|2013-07-22|2013-10-20
SRVW0000052610|London|HP Proliant DL380 G6|8|24|FX|Windows 2008 R2|2013-01-23|Good|2013-05-31|2013-10-20
SRVU0000052680|Singapore|HP Proliant DL380 G8|8|32|Commodities|RHEL 5|2011-06-21|Good|2012-08-13|2013-10-20
SRVU0000052714|London|VMware Virtual|2|16|Retail|RHEL 6|2011-04-14|Good|2012-07-10|2013-10-20
SRVW0000052785|London|HP Proliant DL380 G5|8|16|Retail|Windows 2008 R2|2012-09-27|Good|2013-04-02|2013-10-20
SRVW0000052786|London|VMware Virtual|2|16|FX|Windows 2003 R2|2011-12-14|Good|2012-11-09|2013-10-20
SRVW0000052788|London|HP Proliant DL380 G8|8|32|FX|Windows 2003 R2|2013-01-28|Good|2013-06-02|2013-10-20
SRVU0000052877|Singapore|HP Proliant DL380 G5|8|16|Retail|RHEL 6|2012-05-13|Good|2013-01-23|2013-10-20
SRVW0000052941|London|HP Proliant DL380 G5|4|16|FX|Windows 2003 R2|2011-01-03|Good|2012-05-20|2013-10-20
SRVW0000053013|London|VMware Virtual|2|16|Corporate|Windows 2003 R2|2012-05-19|Good|2013-01-26|2013-10-20
SRVW0000053107|Tokyo|HP Proliant DL380 G7|16|64|Wealth|Windows 2003 R2|2012-05-06|Good|2013-01-20|2013-10-20
SRVW0000053140|London|VMware Virtual|2|16|Wealth|Windows 2003 R2|2013-03-11|Good|2013-06-23|2013-10-20
SRVW0000053155|Singapore|HP Proliant DL380 G5|4|8|Retail|Windows 2008 R2|2012-12-25|Good|2013-05-16|2013-10-20
SRVW0000053224|London|HP Proliant DL380 G5|4|16|Retail|Windows 2008 R2|2011-03-18|Good|2012-06-26|2013-10-20
SRVW0000053287|London|HP Proliant DL380 G8|8|32|Wealth|Windows 2003 R2|2012-02-26|Good|2012-12-16|2013-10-20
SRVU0000053324|London|HP Proliant DL380 G7|16|144|Retail|RHEL 6|2011-06-25|Good|2012-08-15|2013-10-20
SRVU0000053377|London|VMware Virtual|2|16|Wealth|RHEL 5|2011-03-15|Good|2012-06-25|2013-10-20
SRVU0000053457|London|VMware Virtual|2|16|FX|RHEL 6|2011-12-08|Good|2012-11-06|2013-10-20
SRVU0000053512|London|HP Proliant DL380 G7|16|64|Corporate|RHEL 5|2011-11-21|Good|2012-10-28|2013-10-20
SRVU0000053526|New York|HP Proliant DL380 G8|8|32|Equities|RHEL 6|2012-11-29|Good|2013-05-03|2013-10-20
SRVW0000053560|New York|VMware Virtual|2|16|Retail|Windows 2008 R2|2012-10-04|Good|2013-04-05|2013-10-20
SRVU0000053596|London|HP Proliant DL380 G6|8|24|Retail|RHEL 6|2012-04-12|Good|2013-01-08|2013-10-20
SRVW0000053603|London|VMware Virtual|2|16|FX|Windows 2008 R2|2011-04-06|Good|2012-07-06|2013-10-20
SRVW0000053700|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2013-02-04|Good|2013-06-06|2013-10-20
SRVW0000053768|London|HP Proliant DL380 G6|8|24|Retail|Windows 2008 R2|2011-10-16|Good|2012-10-10|2013-10-20
SRVU0000053789|London|HP Proliant DL380 G7|16|64|Retail|RHEL 6|2011-05-09|Good|2012-07-22|2013-10-20
SRVW0000053819|London|VMware Virtual|2|16|FX|Windows 2003 R2|2012-12-01|Good|2013-05-04|2013-10-20
SRVW0000053826|New York|HP Proliant DL380 G5|4|8|Retail|Windows 2008 R2|2013-04-29|Good|2013-07-18|2013-10-20
SRVU0000053859|London|VMware Virtual|2|16|Equities|RHEL 6|2013-05-18|Good|2013-07-27|2013-10-20
SRVW0000053891|London|HP Proliant DL380 G7|16|64|Retail|Windows 2008 R2|2011-03-07|Good|2012-06-21|2013-10-20
SRVU0000053903|London|VMware Virtual|2|16|Retail|RHEL 6|2011-07-14|Good|2012-08-24|2013-10-20
SRVU0000053981|London|HP Proliant DL380 G8|8|32|Equities|RHEL 6|2011-05-05|Good|2012-07-20|2013-10-20
SRVU0000054002|London|HP Proliant DL380 G6|8|48|Equities|RHEL 6|2011-06-07|Good|2012-08-06|2013-10-20
SRVW0000054016|Singapore|HP Proliant DL380 G8|8|32|Corporate|Windows 2003 R2|2013-02-21|Good|2013-06-14|2013-10-20
SRVW0000054070|New York|VMware Virtual|2|16|Retail|Windows 2008 R2|2011-04-27|Good|2012-07-16|2013-10-20
SRVW0000054131|London|VMware Virtual|2|16|FX|Windows 2008 R2|2011-06-03|Good|2012-08-04|2013-10-20
SRVU0000054195|London|VMware Virtual|2|16|Equities|RHEL 6|2013-01-25|Good|2013-06-01|2013-10-20
SRVW0000054262|London|VMware Virtual|2|16|Equities|Windows 2008 R2|2012-04-21|Good|2013-01-12|2013-10-20
SRVU0000054329|London|HP Proliant DL380 G5|8|32|Retail|RHEL 6|2011-07-19|Good|2012-08-27|2013-10-20
SRVU0000054400|London|VMware Virtual|2|16|Retail|RHEL 5|2012-12-22|Good|2013-05-15|2013-10-20
SRVW0000054447|London|VMware Virtual|2|16|Commodities|Windows 2008 R2|2012-10-13|Good|2013-04-10|2013-10-20
SRVW0000054483|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2013-01-30|Good|2013-06-03|2013-10-20
SRVW0000054564|London|VMware Virtual|2|16|FX|Windows 2008 R2|2011-08-03|Good|2012-09-03|2013-10-20
SRVW0000054589|London|HP Proliant DL380 G7|16|64|Wealth|Windows 2003 R2|2012-09-09|Good|2013-03-24|2013-10-20
SRVU0000054607|New York|HP Proliant DL380 G5|8|32|Retail|RHEL 6|2013-07-04|Good|2013-08-20|2013-10-20
SRVU0000054696|London|HP Proliant DL380 G6|8|24|Equities|RHEL 6|2011-05-22|Good|2012-07-29|2013-10-20
SRVW0000054743|London|VMware Virtual|2|16|Corporate|Windows 2003 R2|2012-12-17|Good|2013-05-12|2013-10-20
SRVU0000054800|New York|VMware Virtual|2|16|FX|RHEL 5|2012-04-25|Good|2013-01-14|2013-10-20
SRVU0000054815|New York|HP Proliant DL380 G7|16|144|Equities|RHEL 6|2012-08-08|Good|2013-03-08|2013-10-20
SRVW0000054872|London|HP Proliant DL380 G8|8|32|Wealth|Windows 2003 R2|2011-11-07|Good|2012-10-21|2013-10-20
SRVU0000054957|London|VMware Virtual|2|16|Retail|RHEL 6|2011-08-28|Good|2012-09-16|2013-10-20
SRVU0000055039|London|HP Proliant DL380 G8|8|32|Equities|RHEL 6|2011-03-26|Good|2012-06-30|2013-10-20
SRVW0000055113|New York|VMware Virtual|2|16|Retail|Windows 2008 R2|2011-12-17|Good|2012-11-10|2013-10-20
SRVW0000055155|London|HP Proliant DL380 G7|16|144|Equities|Windows 2008 R2|2013-01-03|Good|2013-05-21|2013-10-20
SRVW0000055167|London|HP Proliant DL380 G8|8|32|FX|Windows 2008 R2|2011-04-08|Good|2012-07-07|2013-10-20
SRVU0000055250|New York|VMware Virtual|2|16|Retail|RHEL 5|2013-05-01|Good|2013-07-19|2013-10-20
SRVW0000055297|London|HP Proliant DL380 G5|4|8|Corporate|Windows 2003 R2|2011-11-16|Good|2012-10-26|2013-10-20
SRVW0000055340|Singapore|VMware Virtual|2|16|Corporate|Windows 2003 R2|2013-01-31|Good|2013-06-04|2013-10-20
SRVW0000055435|New York|VMware Virtual|2|16|Wealth|Windows 2008 R2|2012-11-22|Good|2013-04-30|2013-10-20
SRVW0000055535|New York|HP Proliant DL380 G8|8|32|Equities|Windows 2008 R2|2012-05-24|Good|2013-01-29|2013-10-20
SRVW0000055620|London|VMware Virtual|2|16|Equities|Windows 2008 R2|2013-05-16|Good|2013-07-26|2013-10-20
SRVW0000055653|London|HP Proliant DL380 G7|4|32|Commodities|Windows 2008 R2|2011-01-11|Good|2012-05-24|2013-10-20
SRVW0000055741|London|VMware Virtual|2|16|FX|Windows 2003 R2|2012-01-14|Good|2012-11-24|2013-10-20
SRVW0000055808|Singapore|HP Proliant DL380 G7|16|144|Corporate|Windows 2003 R2|2011-01-27|Good|2012-06-01|2013-10-20
SRVU0000055879|London|HP Proliant DL380 G7|16|64|FX|RHEL 6|2012-10-18|Good|2013-04-12|2013-10-20
SRVW0000055948|London|HP Proliant DL380 G5|8|16|Retail|Windows 2008 R2|2012-03-29|Good|2013-01-01|2013-10-20
SRVU0000055974|London|HP Proliant DL380 G7|16|64|Retail|RHEL 6|2011-06-22|Good|2012-08-13|2013-10-20
SRVU0000056054|London|VMware Virtual|2|16|FX|RHEL 5|2012-09-15|Good|2013-03-27|2013-10-20
SRVW0000056133|London|VMware Virtual|2|16|Wealth|Windows 2003 R2|2013-08-30|Good|2013-09-17|2013-10-20
SRVW0000056177|London|HP Proliant DL380 G8|8|32|Commodities|Windows 2008 R2|2011-03-24|Good|2012-06-29|2013-10-20
SRVW0000056275|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2013-05-14|Good|2013-07-25|2013-10-20
SRVW0000056287|London|HP Proliant DL380 G6|8|24|FX|Windows 2008 R2|2011-11-13|Good|2012-10-24|2013-10-20
SRVU0000056351|London|VMware Virtual|2|16|Retail|RHEL 6|2012-10-29|Good|2013-04-18|2013-10-20
SRVW0000056364|London|HP Proliant DL380 G6|8|24|FX|Windows 2003 R2|2011-10-12|Good|2012-10-08|2013-10-20
SRVW0000056433|New York|VMware Virtual|2|16|Commodities|Windows 2008 R2|2013-05-20|Good|2013-07-28|2013-10-20
SRVW0000056531|London|VMware Virtual|2|16|Equities|Windows 2008 R2|2012-07-26|Good|2013-03-01|2013-10-20
SRVU0000056628|London|VMware Virtual|2|16|Retail|RHEL 6|2013-02-18|Good|2013-06-13|2013-10-20
SRVU0000056652|London|HP Proliant DL380 G7|16|64|Retail|RHEL 6|2013-02-01|Good|2013-06-04|2013-10-20
SRVW0000056709|London|HP Proliant DL380 G5|8|32|Commodities|Windows 2003 R2|2011-08-14|Good|2012-09-09|2013-10-20
SRVW0000056797|London|HP Proliant DL380 G8|8|32|Corporate|Windows 2003 R2|2012-09-08|Good|2013-03-23|2013-10-20
SRVW0000056809|London|HP Proliant DL380 G7|16|64|FX|Windows 2008 R2|2012-02-27|Good|2012-12-16|2013-10-20
SRVW0000056845|London|VMware Virtual|2|16|Equities|Windows 2008 R2|2013-06-25|Good|2013-08-15|2013-10-20
SRVU0000056868|Tokyo|HP Proliant DL380 G6|8|24|Retail|RHEL 6|2010-12-25|Good|2012-05-16|2013-10-20
SRVW0000056950|London|VMware Virtual|2|16|FX|Windows 2003 R2|2012-01-12|Good|2012-11-23|2013-10-20
SRVW0000057023|Tokyo|VMware Virtual|2|16|Retail|Windows 2008 R2|2012-07-21|Good|2013-02-27|2013-10-20
SRVU0000057123|London|VMware Virtual|2|16|Equities|RHEL 6|2013-01-22|Good|2013-05-30|2013-10-20
SRVW0000057153|London|HP Proliant DL380 G7|16|64|Corporate|Windows 2008 R2|2012-08-13|Good|2013-03-10|2013-10-20
SRVU0000057211|Singapore|HP Proliant DL380 G8|8|32|FX|RHEL 6|2011-09-12|Good|2012-09-23|2013-10-20
SRVW0000057247|London|HP Proliant DL380 G8|8|32|Retail|Windows 2008 R2|2011-03-18|Good|2012-06-26|2013-10-20
SRVW0000057333|London|VMware Virtual|2|16|Commodities|Windows 2008 R2|2013-02-27|Good|2013-06-17|2013-10-20
SRVU0000057369|London|VMware Virtual|2|16|Retail|RHEL 6|2011-04-06|Good|2012-07-06|2013-10-20
SRVU0000057459|London|HP Proliant DL380 G8|8|32|Equities|RHEL 6|2012-09-11|Good|2013-03-25|2013-10-20
SRVW0000057532|New York|HP Proliant DL380 G5|4|8|Retail|Windows 2008 R2|2012-04-21|Good|2013-01-12|2013-10-20
SRVW0000057534|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2013-01-31|Good|2013-06-04|2013-10-20
SRVU0000057609|London|VMware Virtual|2|16|Retail|RHEL 6|2012-12-09|Good|2013-05-08|2013-10-20
SRVW0000057675|London|HP Proliant DL380 G7|16|144|Wealth|Windows 2003 R2|2013-08-03|Good|2013-09-04|2013-10-20
SRVW0000057770|London|VMware Virtual|2|16|Commodities|Windows 2008 R2|2012-07-20|Good|2013-02-26|2013-10-20
SRVU0000057822|London|HP Proliant DL380 G5|4|8|Retail|RHEL 6|2013-04-08|Good|2013-07-07|2013-10-20
SRVW0000057868|London|HP Proliant DL380 G5|4|16|Retail|Windows 2008 R2|2012-01-28|Good|2012-12-01|2013-10-20
SRVU0000057914|London|HP Proliant DL380 G8|8|32|Equities|RHEL 6|2013-04-07|Good|2013-07-07|2013-10-20
SRVW0000057936|London|VMware Virtual|2|16|Corporate|Windows 2003 R2|2011-07-28|Good|2012-08-31|2013-10-20
SRVW0000058025|New York|VMware Virtual|2|16|Wealth|Windows 2008 R2|2013-05-29|Good|2013-08-02|2013-10-20
SRVU0000058113|London|VMware Virtual|2|16|Retail|RHEL 6|2011-11-07|Good|2012-10-21|2013-10-20
